flight_iata,airline,dep_airport,dep_time_sched,dep_delay,arr_airport,arr_time_sched,arr_delay,weather_timestamp_deo,arr_time_hour,weather_timestamp_dep,temperature_2m_dep,precipitation_dep,wind_speed_10m_dep,wind_gusts_10m_dep,pressure_msl_dep,relative_humidity_2m_dep,cloudcover_dep,wind_direction_10m_dep,weather_code_dep,weather_timestamp_arr,temperature_2m_arr,precipitation_arr,wind_speed_10m_arr,wind_gusts_10m_arr,pressure_msl_arr,relative_humidity_2m_arr,cloudcover_arr,wind_direction_10m_arr,weather_code_arr
s75872,s7 airlines,ist,2026-01-06 18:25:00,0,ovb,2026-01-07 04:25:00,0,2026-01-06 18:00:00+00:00,2026-01-07 04:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ju8252,air serbia,ist,2026-01-06 18:25:00,33,cai,2026-01-06 19:45:00,2,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ms9294,egyptair,ist,2026-01-06 18:25:00,33,cai,2026-01-06 19:45:00,2,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk694,turkish airlines,ist,2026-01-06 18:25:00,33,cai,2026-01-06 19:45:00,2,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ms9677,egyptair,ist,2026-01-06 18:25:00,0,lju,2026-01-06 18:40:00,0,2026-01-06 18:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk1063,turkish airlines,ist,2026-01-06 18:25:00,0,lju,2026-01-06 18:40:00,0,2026-01-06 18:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk8148,turkish airlines,ist,2026-01-06 18:30:00,30,waw,2026-01-06 19:05:00,0,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
lo136,lot - polish airlines,ist,2026-01-06 18:30:00,30,waw,2026-01-06 19:05:00,0,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
r5272,jordan aviation airlines,ist,2026-01-06 18:30:00,31,amm,2026-01-06 21:00:00,0,2026-01-06 18:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk208,turkish airlines,ist,2026-01-06 18:30:00,125,sin,2026-01-07 10:00:00,0,2026-01-06 18:00:00+00:00,2026-01-07 10:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2646,turkish airlines,ist,2026-01-06 18:35:00,19,ezs,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ba679,british airways,ist,2026-01-06 18:40:00,0,lhr,2026-01-06 19:55:00,0,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ek2095,emirates,ist,2026-01-06 18:40:00,25,dxb,2026-01-07 00:05:00,0,2026-01-06 18:00:00+00:00,2026-01-07 00:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
fz728,flydubai,ist,2026-01-06 18:40:00,25,dxb,2026-01-07 00:05:00,0,2026-01-06 18:00:00+00:00,2026-01-07 00:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
nh9681,ana,ist,2026-01-06 18:40:00,20,gzt,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2234,turkish airlines,ist,2026-01-06 18:40:00,20,gzt,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2636,turkish airlines,ist,2026-01-06 18:40:00,28,mlx,2026-01-06 20:25:00,2,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2254,turkish airlines,ist,2026-01-06 18:45:00,19,hty,2026-01-06 20:35:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2852,turkish airlines,ist,2026-01-06 18:45:00,18,ogu,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
go6423,uls airlines cargo,ist,2026-01-06 18:45:00,22,los,2026-01-06 23:40:00,12,2026-01-06 18:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
2s85,southwind airlines,ist,2026-01-06 18:45:00,175,svo,2026-01-06 22:35:00,0,2026-01-06 18:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
et1466,ethiopian airlines,ist,2026-01-06 18:50:00,52,cai,2026-01-06 20:05:00,24,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
sq6036,singapore airlines,ist,2026-01-06 18:50:00,52,cai,2026-01-06 20:05:00,24,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk4626,turkish airlines,ist,2026-01-06 18:50:00,52,cai,2026-01-06 20:05:00,24,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ms736,egyptair,ist,2026-01-06 18:50:00,52,cai,2026-01-06 20:05:00,24,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ou5353,croatia airlines,ist,2026-01-06 18:50:00,21,zag,2026-01-06 19:00:00,0,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk1055,turkish airlines,ist,2026-01-06 18:50:00,21,zag,2026-01-06 19:00:00,0,2026-01-06 18:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ju8068,air serbia,ist,2026-01-06 18:55:00,20,asr,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
nh9675,ana,ist,2026-01-06 18:55:00,20,asr,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
oz6945,asiana airlines,ist,2026-01-06 18:55:00,20,asr,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2018,turkish airlines,ist,2026-01-06 18:55:00,20,asr,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
ju8016,air serbia,ist,2026-01-06 18:55:00,90,cov,2026-01-06 20:30:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2466,turkish airlines,ist,2026-01-06 18:55:00,90,cov,2026-01-06 20:30:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
tk2814,turkish airlines,ist,2026-01-06 18:55:00,15,szf,2026-01-06 20:25:00,0,2026-01-06 18:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 18:00:00+00:00,13.4,0.1,13.1,31.3,1014.3,73,19,167,51,,,,,,,,,,
a46070,azimuth,ist,2026-01-06 19:00:00,44,mrv,2026-01-06 21:15:00,16,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
su2133,aeroflot,ist,2026-01-06 19:00:00,26,svo,2026-01-06 23:45:00,3,2026-01-06 19:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
at9445,royal air maroc,ist,2026-01-06 19:00:00,27,esb,2026-01-06 20:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
b66932,jetblue airways,ist,2026-01-06 19:00:00,27,esb,2026-01-06 20:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
oz6951,asiana airlines,ist,2026-01-06 19:00:00,27,esb,2026-01-06 20:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tp8842,tap air portugal,ist,2026-01-06 19:00:00,27,esb,2026-01-06 20:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk2174,turkish airlines,ist,2026-01-06 19:00:00,27,esb,2026-01-06 20:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
ju8055,air serbia,ist,2026-01-06 19:00:00,35,adb,2026-01-06 20:10:00,13,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
oz6939,asiana airlines,ist,2026-01-06 19:00:00,35,adb,2026-01-06 20:10:00,13,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tp8802,tap air portugal,ist,2026-01-06 19:00:00,35,adb,2026-01-06 20:10:00,13,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk2336,turkish airlines,ist,2026-01-06 19:00:00,35,adb,2026-01-06 20:10:00,13,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
mb9345,mng airlines,ist,2026-01-06 19:05:00,0,lej,2026-01-06 22:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
bt7434,air baltic,ist,2026-01-06 19:10:00,46,dyu,2026-01-07 01:55:00,42,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk254,turkish airlines,ist,2026-01-06 19:10:00,46,dyu,2026-01-07 01:55:00,42,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
6e4199,indigo,ist,2026-01-06 19:10:00,63,bud,2026-01-06 19:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
gf6049,gulf air,ist,2026-01-06 19:10:00,63,bud,2026-01-06 19:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
sq6283,singapore airlines,ist,2026-01-06 19:10:00,63,bud,2026-01-06 19:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk1037,turkish airlines,ist,2026-01-06 19:10:00,63,bud,2026-01-06 19:10:00,0,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk2844,turkish airlines,ist,2026-01-06 19:10:00,105,nop,2026-01-06 20:30:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
hy7272,uzbekistan airways,ist,2026-01-06 19:15:00,0,tas,2026-01-07 01:50:00,0,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk370,turkish airlines,ist,2026-01-06 19:15:00,0,tas,2026-01-07 01:50:00,0,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
ay3311,finnair,ist,2026-01-06 19:15:00,24,ayt,2026-01-06 20:40:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
ju8099,air serbia,ist,2026-01-06 19:15:00,24,ayt,2026-01-06 20:40:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk2428,turkish airlines,ist,2026-01-06 19:15:00,24,ayt,2026-01-06 20:40:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk4651,turkish airlines,ist,2026-01-06 19:15:00,31,del,2026-01-07 04:40:00,0,2026-01-06 19:00:00+00:00,2026-01-07 04:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
6e12,indigo,ist,2026-01-06 19:15:00,31,del,2026-01-07 04:40:00,0,2026-01-06 19:00:00+00:00,2026-01-07 04:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
lo4641,lot - polish airlines,ist,2026-01-06 19:20:00,20,bey,2026-01-06 20:15:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
me4826,middle east airlines,ist,2026-01-06 19:20:00,20,bey,2026-01-06 20:15:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk826,turkish airlines,ist,2026-01-06 19:20:00,20,bey,2026-01-06 20:15:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
ib5745,iberia,ist,2026-01-06 19:20:00,18,bcn,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
ll5607,miami air international,ist,2026-01-06 19:20:00,18,bcn,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
vy7851,vueling,ist,2026-01-06 19:20:00,18,bcn,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
mb9391,mng airlines,ist,2026-01-06 19:30:00,0,ema,2026-01-06 23:30:00,0,2026-01-06 19:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
6e4017,indigo,ist,2026-01-06 19:30:00,55,jfk,2026-01-06 22:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
av6625,sa avianca,ist,2026-01-06 19:30:00,55,jfk,2026-01-06 22:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
hy7291,uzbekistan airways,ist,2026-01-06 19:30:00,55,jfk,2026-01-06 22:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
pk5011,pakistan international airlines,ist,2026-01-06 19:30:00,55,jfk,2026-01-06 22:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tg9144,thai airways international,ist,2026-01-06 19:30:00,55,jfk,2026-01-06 22:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk11,turkish airlines,ist,2026-01-06 19:30:00,55,jfk,2026-01-06 22:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tg9140,thai airways international,ist,2026-01-06 19:30:00,120,ewr,2026-01-06 22:30:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk29,turkish airlines,ist,2026-01-06 19:30:00,120,ewr,2026-01-06 22:30:00,0,2026-01-06 19:00:00+00:00,2026-01-06 22:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk409,turkish airlines,ist,2026-01-06 19:30:00,65,vko,2026-01-06 23:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
6e4375,indigo,ist,2026-01-06 19:30:00,23,jro,2026-01-07 02:35:00,0,2026-01-06 19:00:00+00:00,2026-01-07 02:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk567,turkish airlines,ist,2026-01-06 19:30:00,23,jro,2026-01-07 02:35:00,0,2026-01-06 19:00:00+00:00,2026-01-07 02:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
wy5768,oman air,ist,2026-01-06 19:30:00,13,mct,2026-01-07 01:20:00,0,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk774,turkish airlines,ist,2026-01-06 19:30:00,13,mct,2026-01-07 01:20:00,0,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
6e4241,indigo,ist,2026-01-06 19:30:00,50,ams,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
gf6001,gulf air,ist,2026-01-06 19:30:00,50,ams,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
om1155,miat - mongolian airlines,ist,2026-01-06 19:30:00,50,ams,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
wb1257,rwandair,ist,2026-01-06 19:30:00,50,ams,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk1955,turkish airlines,ist,2026-01-06 19:30:00,50,ams,2026-01-06 21:00:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
wb3602,rwandair,ist,2026-01-06 19:35:00,30,kgl,2026-01-07 01:40:00,0,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk612,turkish airlines,ist,2026-01-06 19:35:00,30,kgl,2026-01-07 01:40:00,0,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk1087,turkish airlines,ist,2026-01-06 19:35:00,25,tgd,2026-01-06 19:25:00,0,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
ju8216,air serbia,ist,2026-01-06 19:35:00,85,kya,2026-01-06 20:55:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk2038,turkish airlines,ist,2026-01-06 19:35:00,85,kya,2026-01-06 20:55:00,0,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
6e4383,indigo,ist,2026-01-06 19:40:00,24,dar,2026-01-07 03:10:00,0,2026-01-06 19:00:00+00:00,2026-01-07 03:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
at9451,royal air maroc,ist,2026-01-06 19:40:00,24,dar,2026-01-07 03:10:00,0,2026-01-06 19:00:00+00:00,2026-01-07 03:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk603,turkish airlines,ist,2026-01-06 19:40:00,24,dar,2026-01-07 03:10:00,0,2026-01-06 19:00:00+00:00,2026-01-07 03:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
wz4306,red wings,ist,2026-01-06 19:40:00,40,aer,2026-01-06 21:30:00,0,2026-01-06 19:00:00+00:00,2026-01-06 21:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tg7542,thai airways international,ist,2026-01-06 19:45:00,44,bkk,2026-01-07 08:40:00,19,2026-01-06 19:00:00+00:00,2026-01-07 08:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk64,turkish airlines,ist,2026-01-06 19:45:00,44,bkk,2026-01-07 08:40:00,19,2026-01-06 19:00:00+00:00,2026-01-07 08:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk563,turkish airlines,ist,2026-01-06 19:45:00,42,znz,2026-01-07 03:05:00,4,2026-01-06 19:00:00+00:00,2026-01-07 03:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
tk576,turkish airlines,ist,2026-01-06 19:45:00,24,asm,2026-01-07 00:20:00,0,2026-01-06 19:00:00+00:00,2026-01-07 00:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
bi3601,royal brunei airlines,ist,2026-01-06 19:45:00,25,dxb,2026-01-07 01:10:00,0,2026-01-06 19:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 19:00:00+00:00,13.1,0.0,11.9,23.0,1014.0,74,37,176,1,,,,,,,,,,
